rank,committee,resolved_name,n_gifts,dollars,sources,state,cmte_tp,org_tp,connected_org,cum_pct_of_untagged,side,labor,corporate_trade,confidence,evidence,source_url,entity_type,proposed_by,reviewed
3302,"GOODWIN, GWEN E",,1,35.0,nyccfb,not_in_fec_master,,,,99.28,,false,false,low,Minor New York City Campaign Finance Board candidate filer whose office sought and ballot line could not be identified so no side is assigned,,candidate,web-research-v2-2026-08-10,yes
3303,"GRAZIANO, RAIMONDO",,1,100.0,nyccfb,not_in_fec_master,,,,99.28,,false,false,low,Minor New York City Campaign Finance Board candidate filer whose office sought and ballot line could not be identified so no side is assigned,,candidate,web-research-v2-2026-08-10,yes
3304,GREENE FOR MAYOR,,1,100.0,nyboe,in_master_no_party,,,,99.28,,false,false,low,No identifiable candidate found for this committee name so no party is assigned,,candidate,carried-forward:committees_tagged:name,yes
3305,"GREENFIELD, DAVID G",,1,2500.0,nyccfb,not_in_fec_master,,,,99.28,DEM,false,false,high,David Greenfield is the former Democratic New York City Council member for District 44 in Borough Park,,candidate,web-research-v2-2026-08-10,yes
3306,FRIENDS TO ELECT ILAN GILBERT,,1,50.0,nyboe,in_master_no_party,,,,99.29,,false,false,medium,Judicial campaign committee and New York judicial candidates are routinely cross-endorsed by both major parties so no side is assigned,,candidate,carried-forward:committees_tagged:name,yes
3307,FRIENDS TO ELECT RON LAPP,,1,250.0,nyboe,not_in_fec_master,,,,99.29,,false,false,low,No New York officeholder or candidate named Ron Lapp could be identified,,candidate,web-research-v2-2026-08-10,yes
3308,FRIENDS TO ELECT SHEKERA ANESSA ALGARIN,,1,95.7,nyboe,in_master_no_party,,,,99.29,,false,false,low,No New York officeholder or organization matching this committee name could be identified so no side is assigned,,candidate,carried-forward:committees_tagged:name,yes
3309,FRIENDS TO RE-ELECT JOHN T. ELLIS,,1,104.1,nyboe,not_in_fec_master,,,,99.29,,false,false,low,No New York officeholder or candidate named John T. Ellis could be identified,,candidate,web-research-v2-2026-08-10,yes
3310,FRISHMAN 2019,,1,1000.0,nyboe,in_master_no_party,,,,99.29,,false,false,low,No New York officeholder or organization matching this committee name could be identified so no side is assigned,,candidate,carried-forward:committees_tagged:name,yes
3311,KARL4NY,,1,450.0,nyboe,in_master_no_party,,,,99.29,,false,false,low,No identifiable candidate found for this committee name so no party is assigned,,candidate,carried-forward:committees_tagged:name,yes
3312,KATHY KAHNG ELECTION COMMITTEE,,1,50.0,nyboe,not_in_fec_master,,,,99.29,,false,false,low,No New York officeholder or candidate named Kathy Kahng could be identified,,candidate,web-research-v2-2026-08-10,yes
3313,"KAVOVIT, BARBARA",,1,100.0,nyccfb,not_in_fec_master,,,,99.29,DEM,false,false,medium,Barbara Kavovit sought the 2021 Democratic nomination for Mayor of New York City,,candidate,web-research-v2-2026-08-10,yes
3314,JUDY4JUDGE,,1,200.0,nyboe,in_master_no_party,,,,99.29,,false,false,medium,Judicial campaign committee and New York judicial races are routinely cross-endorsed by both major parties,,candidate,carried-forward:committees_tagged:name,yes
3315,JULIE FOR JUDGE,,1,100.0,nyboe,in_master_no_party,,,,99.29,,false,false,medium,Judicial campaign committee and New York judicial races are routinely cross-endorsed by both major parties,,candidate,carried-forward:committees_tagged:name,yes
3316,GAINWELL HOLDING CORP. POLITICAL ACTION COMMITTEE - GAINWELL PAC,,1,200.0,nyboe,in_master_no_party,,,,99.29,,false,true,medium,Corporate or professional firm PAC identifiable from the company name and PAC naming convention which funds incumbents of both parties,,corporate_pac,carried-forward:committees_tagged:name,yes
3317,GALLIGAN FOR SUPREME,,1,500.0,nyboe,in_master_no_party,,,,99.29,,false,false,medium,New York Supreme Court campaign committee and judicial races here are routinely cross-endorsed by both major parties,,candidate,carried-forward:committees_tagged:name,yes
3318,GARCIA FOR COUNCIL,,1,50.0,nyboe,in_master_no_party,,,,99.29,,false,false,low,Surname-only committee that could match several candidates so no party is assigned,,candidate,carried-forward:committees_tagged:name,yes
3319,GARCIA FOR SHERIFF,,1,25.0,nyboe,in_master_no_party,,,,99.29,,false,false,low,Surname-only sheriff committee that could match several candidates so no party is assigned,,candidate,carried-forward:committees_tagged:name,yes
3320,"GARCIA, ELVIN",,1,50.0,nyccfb,not_in_fec_master,,,,99.29,DEM,false,false,medium,Elvin Garcia is a former de Blasio administration Bronx director who ran in the Democratic primary for City Council District 18,,candidate,web-research-v2-2026-08-10,yes
3321,"GARODNICK, DANIEL R",,1,175.0,nyccfb,not_in_fec_master,,,,99.3,DEM,false,false,high,Dan Garodnick is the former Democratic New York City Council member for District 4 in Manhattan,,candidate,web-research-v2-2026-08-10,yes
3322,FRIENDS OF TONY MARTINEZ 4 NY,,1,100.0,nyboe,in_master_no_party,,,,99.3,,false,false,low,No identifiable candidate or sponsor found for this committee name so no party is assigned,,candidate,carried-forward:committees_tagged:name,yes
3323,FRIENDS OF VERNICK ALVAREZ,,1,100.0,nyboe,in_master_no_party,,,,99.3,,false,false,low,No identifiable candidate or sponsor found for this committee name so no party is assigned,,candidate,carried-forward:committees_tagged:name,yes
3324,FRIENDS OF VICTOR SANCHEZ,,1,100.0,nyboe,in_master_no_party,,,,99.3,,false,false,low,No New York officeholder or organization matching this committee name could be identified so no side is assigned,,candidate,carried-forward:committees_tagged:name,yes
3325,FRIENDS OF VIVIAN CYNDI MCKENZIE,,1,25.0,nyboe,in_master_no_party,,,,99.3,,false,false,low,No New York officeholder or organization matching this committee name could be identified so no side is assigned,,candidate,carried-forward:committees_tagged:name,yes
3326,FRIENDS OF WALIDAH AIME,,1,250.0,nyboe,in_master_no_party,,,,99.3,,false,false,low,No New York officeholder or organization matching this committee name could be identified so no side is assigned,,candidate,carried-forward:committees_tagged:name,yes
3327,FRIENDS OF TIM HOLMES (FTH),,1,100.0,nyboe,in_master_no_party,,,,99.3,,false,false,low,No identifiable candidate or sponsor found for this committee name so no party is assigned,,candidate,carried-forward:committees_tagged:name,yes
3328,FRIENDS OF TIM TURANE INC,,1,50.0,nyboe,not_in_fec_master,,,,99.3,,false,false,low,No New York officeholder or candidate named Tim Turane could be identified,,candidate,web-research-v2-2026-08-10,yes
3329,KEEP YONKERS JUDGE BELTRAN 2023,,1,25.0,nyboe,in_master_no_party,,,,99.3,,false,false,medium,Judicial campaign committee and New York judicial races are routinely cross-endorsed by both major parties,,candidate,carried-forward:committees_tagged:name,yes
3330,KENEALLY FOR WILTON,,1,49.47,nyboe,not_in_fec_master,,,,99.3,,false,false,low,A Town of Wilton candidate named Keneally in Saratoga County whose ballot line could not be established,,candidate,web-research-v2-2026-08-10,yes
3331,KENNETH FOR NEW YORK,,1,200.0,nyboe,in_master_no_party,,,,99.3,,false,false,low,No identifiable candidate found for this committee name so no party is assigned,,candidate,carried-forward:committees_tagged:name,yes
3332,KERR FOR NY,,1,156.15,nyboe,in_master_no_party,,,,99.3,,false,false,low,No identifiable candidate found for this committee name so no party is assigned,,candidate,carried-forward:committees_tagged:name,yes
3333,FRIENDS OF WILLIAM KIMBARK,,1,10.0,nyboe,in_master_no_party,,,,99.3,,false,false,low,No New York officeholder or organization matching this committee name could be identified so no side is assigned,,candidate,carried-forward:committees_tagged:name,yes
3334,FRIENDS OF XAVIER SANTIAGO,,1,50.0,nyboe,in_master_no_party,,,,99.3,,false,false,low,No New York officeholder or organization matching this committee name could be identified so no side is assigned,,candidate,carried-forward:committees_tagged:name,yes
3335,FRIENDS OF XIMENA FRANCELLA,,1,250.0,nyboe,in_master_no_party,,,,99.3,,false,false,low,No New York officeholder or organization matching this committee name could be identified so no side is assigned,,candidate,carried-forward:committees_tagged:name,yes
3336,FRIENDS OF TOREY SCHNUPP,,1,250.0,nyboe,in_master_no_party,,,,99.31,,false,false,low,No identifiable candidate or sponsor found for this committee name so no party is assigned,,candidate,carried-forward:committees_tagged:name,yes
3337,FRIENDS TO ELECT ERIN,,1,250.0,nyboe,in_master_no_party,,,,99.31,,false,false,low,No New York officeholder or organization matching this committee name could be identified so no side is assigned,,candidate,carried-forward:committees_tagged:name,yes
3338,FRIENDS OF SONYA D GRANT,,1,50.0,nyboe,in_master_no_party,,,,99.31,,false,false,low,No identifiable candidate or sponsor found for this committee name so no party is assigned,,candidate,carried-forward:committees_tagged:name,yes
3339,FRIENDS OF SPARROW TOBIN,,1,100.0,nyboe,in_master_no_party,,,,99.31,,false,false,low,No identifiable candidate or sponsor found for this committee name so no party is assigned,,candidate,carried-forward:committees_tagged:name,yes
3340,FRIENDS OF STEPHEN RUTH,,1,500.0,nyboe,in_master_no_party,,,,99.31,,false,false,low,Stephen Ruth is a Suffolk County red light camera activist who has run for office but the party line he ran on could not be confirmed,,candidate,carried-forward:committees_tagged:name,yes
3341,FRIENDS OF SUSAN CHOROST,,1,50.0,nyboe,in_master_no_party,,,,99.31,,false,false,low,No identifiable candidate or sponsor found for this committee name so no party is assigned,,candidate,carried-forward:committees_tagged:name,yes
3342,FRIENDS OF SUSAN MULLEN KALAFUT,,1,50.0,nyboe,in_master_no_party,,,,99.31,,false,false,low,Could not identify the candidate behind this committee so no party line can be assigned,,candidate,carried-forward:committees_tagged:name,yes
3343,FRIENDS OF SHARI OSTER,,1,146.0,nyboe,in_master_no_party,,,,99.31,,false,false,low,No identifiable candidate or sponsor found for this committee name so no party is assigned,,candidate,carried-forward:committees_tagged:name,yes
3344,FRIENDS OF SHAUN,,1,100.0,nyboe,not_in_fec_master,,,,99.31,,false,false,low,No New York candidate could be identified from the single first name Shaun,,candidate,web-research-v2-2026-08-10,yes
3345,FRIENDS OF SHAWNTELL MILLS-SANCHEZ,,1,25.0,nyboe,in_master_no_party,,,,99.31,,false,false,low,No identifiable candidate or sponsor found for this committee name so no party is assigned,,candidate,carried-forward:committees_tagged:name,yes
3346,"KHAN, BADRUN N",,1,175.0,nyccfb,not_in_fec_master,,,,99.31,DEM,false,false,medium,Badrun Khan ran in the Democratic primary for City Council District 24 in Queens,,candidate,web-research-v2-2026-08-10,yes
3347,KINYA FOR BINGHAMTON,,1,100.0,nyboe,not_in_fec_master,,,,99.31,,false,false,low,A Binghamton candidate known as Kinya whose office and ballot line could not be established,,candidate,web-research-v2-2026-08-10,yes
3348,"KEBREAU, ADLERETTE",,1,250.0,nyccfb,not_in_fec_master,,,,99.31,,false,false,low,Minor New York City Campaign Finance Board candidate filer whose office sought and ballot line could not be identified so no side is assigned,,candidate,web-research-v2-2026-08-10,yes
3349,FRIENDS OF TASHA YOUNG,,1,15.0,nyboe,in_master_no_party,,,,99.31,,false,false,low,Could not identify the candidate behind this committee so no party line can be assigned,,candidate,carried-forward:committees_tagged:name,yes
3350,FRIENDS OF TERRY HOCKLER,,1,250.0,nyboe,in_master_no_party,,,,99.31,,false,false,low,Could not identify the candidate behind this committee so no party line can be assigned,,candidate,carried-forward:committees_tagged:name,yes
3351,FRIENDS OF THOMAS BABILON,,1,25.0,nyboe,in_master_no_party,,,,99.31,,false,false,low,Could not identify the candidate behind this committee so no party line can be assigned,,candidate,carried-forward:committees_tagged:name,yes
3352,FRIENDS OF TOM MURPHY,,1,1000.0,nyboe,in_master_no_party,,,,99.32,,false,false,low,No identifiable candidate or sponsor found for this committee name so no party is assigned,,candidate,carried-forward:committees_tagged:name,yes
3353,FRIENDS OF TOM SCHNURR,,1,100.0,nyboe,in_master_no_party,,,,99.32,,false,false,low,No identifiable candidate or sponsor found for this committee name so no party is assigned,,candidate,carried-forward:committees_tagged:name,yes
3354,FRIENDS OF NICK LIBOUS,,1,250.0,nyboe,in_master_no_party,,,,99.32,,false,false,low,No candidacy by a Nick Libous could be identified and the prior evidence was circular reasoning from the family surname,,candidate,carried-forward:committees_tagged:name,yes
3355,FRIENDS OF NINA NICHOLS,,1,25.0,nyboe,in_master_no_party,,,,99.32,,false,false,low,No New York officeholder or organization matching this committee name could be identified so no side is assigned,,candidate,carried-forward:committees_tagged:name,yes
3356,FRIENDS OF RALPH L. WOLF FOR CIVIL COURT,,1,250.0,nyboe,in_master_no_party,,,,99.32,,false,false,medium,Judicial campaign committee and New York judicial candidates are routinely cross-endorsed by both major parties so no side is assigned,,candidate,carried-forward:committees_tagged:name,yes
3357,FRIENDS OF RAM LALUKOTA,,1,150.0,nyboe,in_master_no_party,,,,99.32,,false,false,low,No New York officeholder or organization matching this committee name could be identified so no side is assigned,,candidate,carried-forward:committees_tagged:name,yes
3358,"KOSLOWITZ, KAREN",,1,250.0,nyccfb,not_in_fec_master,,,,99.32,DEM,false,false,high,Karen Koslowitz is the former Democratic New York City Council member for District 29 in Forest Hills,,candidate,web-research-v2-2026-08-10,yes
3359,KEVIN O'KEEFE FOR NEW YORK,,1,50.0,nyboe,in_master_no_party,,,,99.32,,false,false,low,No identifiable candidate found for this committee name so no party is assigned,,candidate,carried-forward:committees_tagged:name,yes
3360,KHALID BEY FOR MAYOR,,1,200.0,nyboe,not_in_fec_master,,,,99.32,DEM,false,false,high,Khalid Bey is the Syracuse Common Council president who was the Democratic nominee for Mayor of Syracuse,,candidate,web-research-v2-2026-08-10,yes
3361,FRIENDS OF ROSLIN SPIGNER FORS,,1,100.0,nyboe,in_master_no_party,,,,99.32,,false,false,low,No New York officeholder or candidate named Roslin Spigner could be confirmed for this committee,,candidate,carried-forward:committees_tagged:name,yes
3362,FRIENDS OF SARAH DRISCOLL,,1,100.0,nyboe,in_master_no_party,,,,99.32,,false,false,low,No identifiable candidate or sponsor found for this committee name so no party is assigned,,candidate,carried-forward:committees_tagged:name,yes
3363,FRIENDS OF SARANA PURCELL,,1,250.0,nyboe,in_master_no_party,,,,99.32,,false,false,low,No identifiable candidate or sponsor found for this committee name so no party is assigned,,candidate,carried-forward:committees_tagged:name,yes
3364,FRIENDS OF SCOTT MILICH,,1,99.0,nyboe,in_master_no_party,,,,99.32,,false,false,low,No identifiable candidate or sponsor found for this committee name so no party is assigned,,candidate,carried-forward:committees_tagged:name,yes
